ticker,name,aliases
IPRU8628,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 2 (Direct Plan - Dividend Payout Option)
ZINEMA,ZINEMA MEDIA AND ENTERTAINMENT LIMITED,Zinema Media And Entertainment Ltd
NCAPBULADD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series A - Direct Plan Dividend Payout Optio
NCAPBULADG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series A - Direct Plan Growth Option
NCAPBUILAD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series A - Dividend Payout Option
NCAPBUILAG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series A - Growth Option
GLOSTER,Gloster Ltd.,Gloster Ltd
CEMAINFRA,CEMANTIC INFRA-TECH LIMITED,Cemantic Infra-Tech Ltd
TTIENT,TTI Enterprise Limited,TTI Enterprise Ltd
VISHAL,Vishal Fabrics Limited,Vishal Fabrics Ltd
TOYAMSL,TOYAM SPORTS LIMITED,Toyam Sports Ltd
DWITIYA,Dwitiya Trading Limited,Dwitiya Trading Ltd
GAJANANSEC,Gajanan Securities Services Ltd.,Gajanan Securities Services Ltd
UNISON,Unison Metals Ltd,Unison Metals Ltd
RTFL,Real Touch Finance Limited,Real Touch Finance Ltd
NCAPBULBDD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND  - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Direct Dvdnd Plan- Dvdnd Pyot
NCAPBULBDG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Direct Growth Plan- Growth Option
NCAPBUILBD,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Dividend Plan-Dividend Pyut Otin
NCAPBUILBG,Nippon India Mutual Fund,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Growth Plan- Growth Option
VRL,Vasundhara Rasayans Ltd.,Vasundhara Rasayans Ltd
SNOWMAN,SNOWMAN LOGISTICS LIMITED,Snowman Logistics Ltd
QGO,QGO FINANCE LIMITED,QGO Finance Ltd
PURSHOTTAM,Purshottam Investofin Limited,Purshottam Investofin Ltd
IPRU2487,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 5 (Regular Cumulative Option)
IPRU2488,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 5 (Regular Dividend Option)
IPRU8687,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 5 (Direct Cumulative Option)
IPRU8688,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 5 (Direct Dividend Option)
HCLTD,HIND COMMERCE LIMITED,Hind Commerce Ltd
EML,EJECTA MARKETING LIMITED,Ejecta Marketing Ltd
SHARDACROP,Sharda Cropchem Limited,Sharda Cropchem Ltd
SIROHIA,Sirohia & Sons Limited,Sirohia & Sons Ltd
MIIL,Meghna Infracon Infrastructure Limited,Meghna Infracon Infrastructure Ltd
CITYONLINE,City Online Services Limited,City Online Services Ltd
SENSEXBEES,Nippon India Mutual Fund,Nippon India ETF S&P BSE Sensex
ENCASH,Encash Entertainment Limited,Encash Entertainment Ltd
SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED,Shemaroo Entertainment Ltd
PARTANI,Partani Appliances Limited,Partani Appliances Ltd
ULTRACAB,Ultracab (India) Limited,Ultracab (India) Ltd
RCCL,Rajasthan Cylinders & Containers Limited,Rajasthan Cylinders & Containers Ltd
ETIL,Econo Trade (India) Limited,Econo Trade (India) Ltd
SEOFIGR,SBI Mutual Fund,SBI Equity Opportunities Fund - Series I- Regular Plan -Growth
SEOFIDR,SBI Mutual Fund,SBI Equity Opportunities Fund - Series I-Regular Plan- Dividend Payout
SEOFIGD,SBI Mutual Fund,SBI Equity Opportunities Fund - Series I-Direct Plan -Growth
SEOFIDD,SBI Mutual Fund,SBI Equity Opportunities Fund - Series I-Direct Plan - Dividend Payout
ATISHAY,Atishay Limited,Atishay Ltd
SANGAMFIN,Sangam Finserv Limited,Sangam Finserv Ltd
DHABRIYA,Dhabriya Polywood Limited,Dhabriya Polywood Ltd
ARYACAPM,Aryaman Capital Markets Limited,Aryaman Capital Markets Ltd
RCAPBULCDD,Nippon India Mutual Fund,Reliance Capital Builder Fund- Series C - Direct Dividend Plan- Dividend Payout Option
RCAPBULCDG,Nippon India Mutual Fund,Reliance Capital Builder Fund- Series C - Direct Growth Plan- Growth Option
RCAPBUILCD,Nippon India Mutual Fund,Reliance Mutual Fund- Reliance Capital Builder Fund- Series C - Dividend Plan-Dividend P O
RCAPBUILCG,Nippon India Mutual Fund,Reliance Capital Builder Fund- Series C - Growth Plan- Growth Option
IPRU2511,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 3 (Regular Plan - Dividend Payout Option)
IPRU8711,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 3 (Direct Plan - Dividend Payout Option)
PDSL,PDS LIMITED,PDS Ltd
HANMAN,HANMAN FIT LIMITED,Hanman Fit Ltd
VGCL,Vibrant Global Capital Limited,Vibrant Global Capital Ltd
STARLIT,Starlit Power Systems Limited,Starlit Power Systems Ltd
CEINSYSTECH,CEINSYS TECH LIMITED,Ceinsys Tech Ltd
PANABYTE,PANABYTE TECHNOLOGIES LIMITED,Panabyte Technologies Ltd
MUDUNURU,Mudunuru Limited,Mudunuru Ltd
BSLFEFS3RG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 REGULAR GROWTH
BSLFEFS3RN,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 REGULAR DIVIDEND
BSLFEFS3DG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 DIRECT GROWTH
BSLFEFS3DN,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 DIRECT DIVIDEND
IPRU2530,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 4 (Regular Plan - Dividend Payout Option)
IPRU8730,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 4 (Direct Plan - Dividend Payout Option)
JSHL,JLA Infraville Shoppers Limited,JLA Infraville Shoppers Ltd
CRANEINFRA,Crane Infrastructure Limited,Crane Infrastructure Ltd
PINCON,Pincon Spirit Limited,Pincon Spirit Ltd
NIYOGIN,Niyogin Fintech Limited,Niyogin Fintech Ltd
ASIACAP,ASIA CAPITAL LIMITED,Asia Capital Ltd
KALYANCAP,Kalyan Capitals Limited,Kalyan Capitals Ltd
CIL,Citizen Infoline Ltd.,Citizen Infoline Ltd
GBFL,Goenka Business & Finance Limited,Goenka Business & Finance Ltd
GILADAFINS,Gilada Finance & Investments Ltd.,Gilada Finance & Investments Ltd
BUDGE BUDGE,BUDGE BUDGE COMPANY LIMITED,Budge Budge Company Ltd
TEJINFOWAY,TEJ INFOWAYS LIMITED,Tej Infoways Ltd
JETSOLAR,JET SOLAR LIMITED,Jet Solar Ltd
SAPPL,Shree Ajit Pulp And Paper Ltd,Shree Ajit Pulp And Paper Ltd
D3YRCEERG,DSP Mutual Fund,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Growth
D3YRCEERDP,DSP Mutual Fund,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Dividend Payout
D3YRCEEDG,DSP Mutual Fund,DSP BlackRock 3 Years Close Ended Equity Fund- Direct Plan - Growth
D3YRCEEDDP,DSP Mutual Fund,DSP BlackRock 3 Years Close Ended Equity Fund-Direct Plan - Dividend Payout
AANCHALISP,Aanchal Ispat Limited,Aanchal Ispat Ltd
CAPPIPES,Captain Pipes Limited,Captain Pipes Ltd
SEOFIIGR,SBI Mutual Fund,SBI Equity Opportunities Fund - Series II-Regular Plan -Growth
SEOFIIDR,SBI Mutual Fund,SBI Equity Opportunities Fund - Series II-Regular Plan- Dividend Payout
SEOFIIGD,SBI Mutual Fund,SBI Equity Opportunities Fund - Series II-Direct Plan -Growth
SEOFIIDD,SBI Mutual Fund,SBI Equity Opportunities Fund - Series II-Direct Plan - Dividend Payout
KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED,Kaizen Agro Infrabuild Ltd
JMJFIN,JMJ Fintech Limited,JMJ Fintech Ltd
INTELLECT,INTELLECT DESIGN ARENA LIMITED,Intellect Design Arena Ltd
MONTECARLO,Monte Carlo Fashions Limited,Monte Carlo Fashions Ltd
JSTL,Jeevan Scientific Technology Limited,Jeevan Scientific Technology Ltd
ICL,Indo Cotspin Limited,Indo Cotspin Ltd
BSLFEFS4RG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 REGULAR GROWTH
BSLFEFS4RN,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 REGULAR DIVIDEND
BSLFEFS4DG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 DIRECT GROWTH
BSLFEFS4DN,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 DIRECT DIVIDEND
RCBFIIADD,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series A - Direct Plan Dividend Payout Option
RCBFIIADG,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series A - Direct Plan Growth Option
RCBFIIAD,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series A -  Dividend Payout Option
RCBFIIAG,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series A -  Growth Option
SCC,Scintilla Commercial & Credit  Limited,Scintilla Commercial & Credit Ltd
CAMSONBIO,Camson Bio Technologies Ltd,Camson Bio Technologies Ltd
RSYSTEMBBPH,R Systems International Limited,RSYSTEMBBPH
PANAFIC,PANAFIC INDUSTRIALS LTD,Panafic Industrials Ltd
AMSONS,Amsons Apparels Limited,Amsons Apparels Ltd
MYMONEY,My Money Securities Ltd.,My Money Securities Ltd
AMARNATH,SRI AMARNATH FINANCE LIMITED,Sri Amarnath Finance Ltd
CSL,Continental Securities Limited,Continental Securities Ltd
WINYCOMM,WINY COMMERCIAL AND FISCAL SERVICES LIMITED,Winy Commercial & Fiscal Services Ltd
NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LIMITED,Nexus Surgical And Medicare Ltd
SELLWIN,SELLWIN TRADERS LIMITED,Sellwin Traders Ltd
STSERV,S.T. SERVICES LIMITED,S T Services Ltd
GALADAFIN,Galada Finance Limited,Galada Finance Ltd
EMERALD,Emerald Finance Limited,Emerald Finance Ltd
MKEXIM,M. K. Exim (India) Ltd.,M.K. Exim (India) Ltd
MCLOUD,MAGELLANIC CLOUD LIMITED,Magellanic Cloud Ltd
IPRU2586,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 6 (Regular Plan - Dividend Payout)
IPRU8788,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 6 (Direct Plan - Dividend Payout)
OCTAL,Octal Credit Capital Ltd.,Octal Credit Capital Ltd
MIHIKA,Mihika Industries Ltd.,Mihika Industries Ltd
KANCHI,Kanchi Karpooram Ltd.,Kanchi Karpooram Ltd
SHRINIWAS,Shri Niwas Leasing and Finance Limited,Shri Niwas Leasing And Finance Ltd
DTIL,Dhunseri Tea & Industries Ltd,Dhunseri Tea & Industries Ltd
VANICOM,Vani Commercials Limited,Vani Commercials Ltd
SKILVEN,SKYLINE VENTURES INDIA  LIMITED,Skyline Ventures India Ltd
VINCOFE,VINTAGE COFFEE AND BEVERAGES LIMITED,Vintage Coffee And Beverages Ltd
RAFL,Raghuvansh Agrofarms Limited,Raghuvansh Agrofarms Ltd
COSYN,COSYN Limited,COSYN Ltd
SOFCOM,SOFCOM SYSTEMS LIMITED,Sofcom Systems Ltd
IPRU2591,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 7 (Regular Plan - Dividend Payout)
IPRU8793,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 7 (Direct Plan - Dividend Payout)
NAPL,Naturite Agro Products Limited,Naturite Agro Products Ltd
KARNAVATI,Karnavati Finance Limited,Karnavati Finance Ltd
ABHIFIN,Abhishek Finlease limited,Abhishek Finlease Ltd
IPRU2598,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 8 (Regular Plan - Dividend Payout)
IPRU8800,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 8 (Direct Plan - Dividend Payout)
RCBFIIBDD,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series B - Direct Plan Dividend Payout Option
RCBFIIBDG,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series B - Direct Plan Growth Option
RCBFIIBD,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series B -  Dividend Payout Option
RCBFIIBG,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series B -  Growth Option
MERCANTILE,Mercantile Ventures Limited,Mercantile Ventures Ltd
SONAL,Sonal Mercantile Limited,Sonal Mercantile Ltd
ALFL,Abhinav Leasing & Finance Limited,Abhinav Leasing & Finance Ltd
LICNFR3G,LIC Mutual Fund,LIC MF RGESS Fund Series- 3 -Regular Plan- Growth Option
LICNFR3D,LIC Mutual Fund,LIC MF RGESS Fund Series -3- Regular Plan -Dividend Payout Option
LICNFR3G1,LIC Mutual Fund,LIC MF RGESS Fund Series -3 -Direct Plan -Growth Option
LICNFR3D1,LIC Mutual Fund,LIC MF RGESS Fund Series- 3 -Direct Plan -Dividend Payout Option
GENUSPAPER,GENUS PAPER & BOARDS LIMITED,Genus Paper & Boards Ltd
MINDACORP,Minda Corporation Limited,Minda Corporation Ltd
PACT,Pact Industries Ltd.,Pact Industries Ltd
MERCURYLAB,Mercury Laboratories Limited,Mercury Laboratories Ltd
CONCORD,Concord Drugs Limited,Concord Drugs Ltd
WARDINMOBI,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,Wardwizard Innovations & Mobility Ltd
SHREESEC,Shree Securities Ltd.,Shree Securities Ltd
GREENLAM,Greenlam Industries Ltd,Greenlam Industries Ltd
HFEFDG,HDFC Mutual Fund,HDFC Focused Equity Fund Plan A - Direct Option- Growth Option
HFEFDD,HDFC Mutual Fund,HDFC Focused Equity Fund Plan A - Direct Option- Dividend Option
HFEFRG,HDFC Mutual Fund,HDFC Focused Equity Fund Plan A-Regular Option- Growth Option
HFEFRD,HDFC Mutual Fund,HDFC Focused Equity Fund Plan A-Regular Option - Dividend Option
TALBROSENG,TALBROS ENGINEERING LIMITED,Talbros Engineering Ltd
SAPL,Sar  Auto Products Limited,SAR Auto Products Ltd
PUROHITCON,Purohit Construction Limited,Purohit Construction Ltd
JAYATMA,JAYATMA ENTERPRISES LIMITED,Jayatma Enterprises Ltd
PTCIL,PTC Industries Ltd.,PTC Industries Ltd
PINCONLIFE,Pincon Lifestyle Limited,Pincon Lifestyle Ltd
TIRUFIN,Tirupati Fincorp Limited,Tirupati Fincorp Ltd
GBLIL,GBL Industries Limited,GBL Industries Ltd
SMADL,Shri Mahalaxmi Agricultural Development Limited,Shri Mahalaxmi Agricultural Development Ltd
CHENFERRO,CHENNAI FERROUS INDUSTRIES LIMITED,Chennai Ferrous Industries Ltd
MEGRISOFT,Megri Soft Limited,Megri Soft Ltd
GITARENEW,GITA RENEWABLE ENERGY LIMITED,Gita Renewable Energy Ltd
KALPACOMME,Kalpa Commercial Limited,Kalpa Commercial Ltd
ORTEL,Ortel Communications Limited,Ortel Communications Ltd
NEIL,Neil Industries Ltd.,Neil Industries Ltd
STARHFL,STAR HOUSING FINANCE LIMITED,Star Housing Finance Ltd
BEEKAY,Beekay Steel Industries Ltd.,Beekay Steel Industries Ltd
SSPNFIN,SSPN Finance Limited,SSPN Finance Ltd
SETFBSE100,SBI Mutual Fund,SBI Mutual Fund - SBI - ETF BSE 100
FRASER,Fraser And Company Limited,Fraser and Company Ltd
TTIL,Tirupati Tyres Ltd.,Tirupati Tyres Ltd
GANVERSE,GANESHA ECOVERSE LIMITED,Ganesha Ecoverse Ltd
AGIIL,AGI Infra Limited,AGI Infra Ltd
BKMINDST,BKM INDUSTRIES LIMITED,BKM Industries Ltd
MANAKSTEEL,Manaksia Steels Limited,Manaksia Steels Ltd
MANAKALUCO,Manaksia Aluminium Company Ltd,Manaksia Aluminium Company Ltd
MANAKCOAT,Manaksia Coated Metals & Industries Ltd,Manaksia Coated Metals & Industries Ltd
BSLFEFS5RG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 REGULAR GROWTH
BSLFEFS5RN,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 REGULAR DIVIDEND
BSLFEFS5DG,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 DIRECT GROWTH
BSLFEFS5DN,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 DIRECT DIVIDEND
IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LIMITED,Imagicaaworld Entertainment Ltd
RCBFIICDD,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series C - Direct Plan Dividend Payout Option
RCBFIICDG,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series C - Direct Plan Growth Option
RCBFIICD,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series C -  Dividend Payout Option
RCBFIICG,Nippon India Mutual Fund,Reliance Capital Builder Fund II - Series C -  Growth Option
INOXWIND,Inox Wind Limited,Inox Wind Ltd
IPRU2619,ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 1 (Regular Plan - Dividend Payout Option)
IPRU8821,ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 1 (Direct Plan - Dividend Payout Option)
RAJPUTANA,Rajputana Investment and Finance Ltd.,Rajputana Investment and Finance Ltd
CITL,Consecutive Investments & Trading Company Limited,Consecutive Investment & Trading Company Ltd
IPRU8841,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 6- Direct Plan Cumulative Option
IPRU8842,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 6- Direct Plan Dividend Option
IPRU2639,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 6- Regular Plan Cumulative Option
IPRU2640,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 6- Regular Plan Dividend Option
AANANDALAK,Aananda Lakshmi Spinning Mills Limited,Aananda Lakshmi Spinning Mills Ltd
URSUGAR,UR SUGAR INDUSTRIES LIMITED,UR Sugar Industries Ltd
FILTRA,Filtra Consultants and Engineers Limited,Filtra Consultants and Engineers Ltd
ATHCON,Athena Constructions Limited,Athena Constructions Ltd
IPRU2626,ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 2 (Regular Plan - Dividend Payout Option)
IPRU8828,ICICI Prudential Mutual Fund,ICICI Prudential India Recovery Fund - Series 2 (Direct Plan - Dividend Payout Option)
NORTHLINK,Northlink Fiscal And Capital Services Ltd.,Northlink Fiscal and Capital Services Ltd
SHESHAINDS,SHESHADRI INDUSTRIES LIMITED,Sheshadri Industries Ltd
SAB,SAB INDUSTRIES LIMITED,SAB Industries Ltd
PML,Paul Merchants Ltd.,Paul Merchants Ltd
HINDSECR,Hind Securities & Credits Limited,Hind Securities & Credits Ltd
ALANSCOTT,ALAN SCOTT ENTERPRISES LIMITED,Alan Scott Enterprises Ltd
OPCHAINS,O. P. Chains Limited,O. P. Chains Ltd
SUJALA,Sujala Trading & Holdings Ltd.,Sujala Trading & Holdings Ltd
VRLLOG,VRL Logistics Limited,VRL Logistics Ltd
JAINMARMO,Jain Marmo Industries Ltd.,Jain Marmo Industries Ltd
BFFL,Bangalore Fort Farms Limited,Bangalore Fort Farms Ltd
PALCO,Palco Metals Limited,Palco Metals Ltd
BODHTREE,Bodhtree Consulting Limited,Bodhtree Consulting Ltd
VBIND,V B INDUSTRIES LIMITED,V B Industries Ltd
SARVOTTAM,Sarvottam Finvest Limited,Sarvottam Finvest Ltd
LAYLA,Layla Textile And Traders Limited,Layla Textile and Traders Ltd
MEP,MEP Infrastructure Developers Limited,MEP Infrastructure Developers Ltd
CLLIMITED,Crescent Leasing Limited,Crescent Leasing Ltd
WARDWIZFBL,Wardwizard Foods and Beverages Limited,Wardwizard Foods and Beverages Ltd
KTKKIGFG,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Growth option
HFEFBRG,HDFC Mutual Fund,HDFC Focused Equity Fund Plan B - Regular Option- Growth
KTKKIGFD,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Dividend option
KTKKIGFGD,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Growth option
KTKKIGFDD,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Dividend Option
HFEFBRD,HDFC Mutual Fund,HDFC Focused Equity Fund Plan B - Regular Option- Dividend Payout
HFEFBDG,HDFC Mutual Fund,HDFC Focused Equity Fund Plan A - Direct Option - Growth
HFEFBDD,HDFC Mutual Fund,HDFC Focused Equity Fund Plan A- Direct Option - Dividend Payout
UFO,UFO Moviez India Limited,UFO Moviez India Ltd
NIFTYEES,Edelweiss Mutual Fund,Edelweiss Mutual Fund - Edelweiss Exchange Traded Scheme - Nifty ( Nifty EES )
PANTH,PANTH INFINITY LIMITED,Panth Infinity Ltd
SHIVALIK,Shivalik Rasayan Ltd.,Shivalik Rasayan Ltd
ICSL,Integrated Capital Services Ltd,Integrated Capital Services Ltd
PNCINFRA,PNC Infratech Limited,PNC Infratech Ltd
ARFIN,Arfin India Limited,Arfin India Ltd
VLL,Virat Leasing Limited,Virat Leasing Ltd
SPISYS,Spisys Limited,Spisys Ltd
FUNNY,Funny Software Limited,Funny Software Ltd
HELPAGE,Helpage Finlease Ltd.,Helpage Finlease Ltd
BLUEGOD,BLUEGOD ENTERTAINMENT LIMITED,Bluegod Entertainment Ltd
HAWAENG,Hawa Engineers ltd.,Hawa Engineers Ltd
AIIL,Authum Investment & Infrastructure Limited,Authum Investment & Infrastructure Ltd
PELTD,Positive Electronics Limited,Positive Electronics Ltd
IPRU2670,ICICI Prudential Mutual Fund,ICICI Prudential  Value Fund Series 7
IPRU8872,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 7
ADHBHUTIN,Adhbhut Infrastructure Ltd.,Adhbhut Infrastructure Ltd
DFL,Decillion Finance Ltd.,Decillion Finance Ltd
POEL,POCL ENTERPRISES LTD,POCL Enterprises Ltd
AEL,Amba Enterprises Ltd.,Amba Enterprises Ltd
DEVHARI,Devhari Exports (India) Limited,Devhari Exports (India) Ltd
CAPFIN,Capfin India Limited,Capfin India Ltd
SGFIN,SG FINSERVE LIMITED,SG Finserve Ltd
NOBPOL,NOBLE POLYMERS LIMITED,Noble Polymers Ltd
SATIA,SATIA INDUSTRIES LIMITED,Satia Industries Ltd
RCBFIIIAX,Nippon India Mutual Fund,Reliance Capital Builder Fund III Series A - Direct Plan Dividend Payout Option
RCBFIIIAZ,Nippon India Mutual Fund,Reliance Capital Builder Fund III Series A- Direct Plan Growth Option
RCBFIIIAD,Nippon India Mutual Fund,Reliance Capital Builder Fund III Series A- Dividend Plan Dividend Payout
RCBFIIIAG,Nippon India Mutual Fund,Reliance Capital Builder Fund III Series A- Growth Plan - Growth
GVBL,GENOMIC VALLEY BIOTECH LIMITED,Genomic Valley Biotech Ltd
MANPASAND,Manpasand Beverages Limited,Manpasand Beverages Ltd
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMITED,Garment Mantra Lifestyle Ltd
SRESTHA,Srestha Finvest Limited,Srestha Finvest Ltd
SAUMYA,Saumya Consultants Ltd.,Saumya Consultants Ltd
MUL,MAURIA UDYOG LIMITED,Mauria Udyog Ltd
MISHKA,Mishka Exim Limited,Mishka Exim Ltd
SPORTKING,Sportking India Ltd.,Sportking India Ltd
GROWINGTON,GROWINGTON VENTURES INDIA LIMITED,Growington Ventures India Ltd
AMBITION,Ambition Mica Limited,Ambition Mica Ltd
HCKKVENTURE,HCKK Ventures Limited,HCKK Ventures Ltd
JIYAECO,Jiya Eco-Products Limited,Jiya Eco-Products Ltd
RUDRA,RUDRA GLOBAL INFRA PRODUCTS LIMITED,Rudra Global Infra Products Ltd
LOYAL,Loyal Equipments Limited,Loyal Equipments Ltd
GGPL,Gala Global Products Limited,Gala Global Products Ltd
MRSS,Majestic Research Services and Solutions Limited,Majestic Research Services and Solutions Ltd
CHEMIESYNT,Chemiesynth (Vapi) Limited,Chemiesynth (Vapi) Ltd
